oepid,accreditor,pred_degree,highest_degree,control,region,admission_rate,ccbasic,in_state_tuit,out_state_tuit,prog_year_tuit,revenue_tuit,avg_faculty_salary,two_yr_default,three_yr_default,sat_avg,prop_loan,name,address,ZIP,fips,city,state,cbsa,csa,longitude,latitude,extracted_year
100200,,Bachelor,Graduate,Public,Southeast,0.8986,,9744.0,18354.0,,7413.0,7101.0,,0.182,957.0,0.7503,Alabama A & M University,"Normal, AL - 4900 Meridian Street",35762,1.0,Normal,AL,26620.0,290.0,-86.568502,34.783368,2019-01-01
105200,,Bachelor,Graduate,Public,Southeast,0.9211,,8568.0,19704.0,,13177.0,10717.0,,0.057,1220.0,0.5127,University of Alabama at Birmingham,"Birmingham, AL - Administration Bldg Suite 1070",35294-0110,1.0,Birmingham,AL,13820.0,142.0,-86.799345,33.505697,2019-01-01
2503400,,Bachelor,Graduate,Private Non-Profit,Southeast,,,6900.0,6900.0,,14273.0,4292.0,,0.11,,0.8962,Amridge University,"Montgomery, AL - 1200 Taylor Rd",36117-3553,1.0,Montgomery,AL,33860.0,388.0,-86.17401,32.362609,2019-01-01
105500,,Bachelor,Graduate,Public,Southeast,0.8087,,10714.0,22362.0,,8677.0,9442.0,,0.059,1314.0,0.4192,University of Alabama in Huntsville,"Huntsville, AL - 301 Sparkman Dr",35899,1.0,Huntsville,AL,26620.0,290.0,-86.640449,34.724557,2019-01-01
100500,,Bachelor,Graduate,Public,Southeast,0.9774,,11068.0,19396.0,,10160.0,7754.0,,0.203,972.0,0.7845,Alabama State University,"Montgomery, AL - 915 S Jackson Street",36104-0271,1.0,Montgomery,AL,33860.0,388.0,-86.295677,32.364317,2019-01-01
105100,,Bachelor,Graduate,Public,Southeast,0.5906,,10780.0,29230.0,,14198.0,10225.0,,0.051,1252.0,0.3847,The University of Alabama,"Tuscaloosa, AL - 739 University Blvd",35487-0100,1.0,Tuscaloosa,AL,46220.0,-2.0,-87.545978,33.211875,2019-01-01
100700,,Certificate,Associate,Public,Southeast,,,4740.0,8610.0,,1771.0,6291.0,,0.196,,0.2104,Central Alabama Community College,"Alexander City, AL - 1675 Cherokee Rd",35010,1.0,Alexander City,AL,10760.0,388.0,-85.945266,32.92478,2019-01-01
100800,,Bachelor,Graduate,Public,Southeast,,,,,,6817.0,8538.0,,0.075,,0.5079,Athens State University,"Athens, AL - 300 N Beaty St",35611,1.0,Athens,AL,26620.0,290.0,-86.964698,34.806793,2019-01-01
831000,,Bachelor,Graduate,Public,Southeast,0.9281,,8404.0,17812.0,,7582.0,7678.0,,0.104,1084.0,0.5539,Auburn University at Montgomery,"Montgomery, AL - 7440 East Drive",36117-3596,1.0,Montgomery,AL,33860.0,388.0,-86.177544,32.36736,2019-01-01
100900,,Bachelor,Graduate,Public,Southeast,0.7543,,11276.0,30524.0,,15908.0,10428.0,,0.036,1289.0,0.3169,Auburn University,"Auburn, AL -  ",36849,1.0,Auburn,AL,12220.0,194.0,-85.488258,32.599378,2019-01-01
101200,,Bachelor,Bachelor,Private Non-Profit,Southeast,0.5666,,17650.0,17650.0,,11383.0,7688.0,,0.048,1232.0,0.4567,Birmingham-Southern College,"Birmingham, AL - 900 Arkadelphia Road",35254,1.0,Birmingham,AL,13820.0,142.0,-86.850552,33.513774,2019-01-01
1218200,,Associate,Associate,Public,Southeast,,,4738.0,8608.0,,2036.0,6113.0,,0.15,,0.2156,Chattahoochee Valley Community College,"Phenix City, AL - 2602 College Drive",36869,1.0,Phenix City,AL,17980.0,194.0,-85.031485,32.42391,2019-01-01
1303906,,Bachelor,Graduate,Private For-Profit,Southeast,,,17014.0,17014.0,,11386.0,5304.0,,0.116,,0.6585,South University-Montgomery,"Montgomery, AL - 5355 Vaughn Rd",36116,1.0,Montgomery,AL,33860.0,388.0,-86.216488,32.342684,2019-01-01
101500,,Associate,Associate,Public,Southeast,,,4740.0,8610.0,,2315.0,6335.0,,0.179,,0.1519,Enterprise State Community College,"Enterprise, AL - 600 Plaza Drive",36330-1300,1.0,Enterprise,AL,21460.0,-2.0,-85.836956,31.297496,2019-01-01
106000,,Associate,Associate,Public,Southeast,,,4740.0,8610.0,,2524.0,6343.0,,0.177,,0.2235,Coastal Alabama Community College,"Bay Minette, AL - 1900 U S Highway 31 South",36507-2698,1.0,Bay Minette,AL,19300.0,380.0,-87.778193,30.851343,2019-01-01
100300,,Bachelor,Graduate,Private Non-Profit,Southeast,0.5227,,21690.0,21690.0,,11044.0,5743.0,,0.125,1069.0,0.5988,Faulkner University,"Montgomery, AL - 5345 Atlanta Hwy",36109-3390,1.0,Montgomery,AL,33860.0,388.0,-86.21641,32.384181,2019-01-01
101700,,Associate,Associate,Public,Southeast,,,3840.0,7056.0,,1940.0,6433.0,,,,0.0,Gadsden State Community College,"Gadsden, AL - 1001 George Wallace Dr",35903,1.0,Gadsden,AL,23460.0,-2.0,-85.991438,33.994001,2019-01-01
4187200,,Certificate,Certificate,Private For-Profit,Southeast,,,,,11040.0,5408.0,,,0.065,,0.5401,New Beginning College of Cosmetology,"Albertville, AL - 421 Martling Road",35951,1.0,Albertville,AL,10700.0,-2.0,-86.196931,34.27871,2019-01-01
101800,,Associate,Associate,Public,Southeast,,,4680.0,8550.0,,2179.0,5991.0,,,,0.0,George C Wallace Community College-Dothan,"Dothan, AL - 1141 Wallace Drive",36303-9234,1.0,Dothan,AL,37120.0,222.0,-85.465836,31.315274,2019-01-01
787100,,Associate,Associate,Public,Southeast,,,4740.0,8610.0,,2845.0,5878.0,,0.142,,0.3007,George C Wallace State Community College-Hanceville,"Hanceville, AL - 801 Main St NW",35077-2000,1.0,Hanceville,AL,18980.0,142.0,-86.781935,34.072439,2019-01-01
569900,,Associate,Associate,Public,Southeast,,,4440.0,8310.0,,1538.0,5016.0,,,,0.0,George C Wallace State Community College-Selma,"Selma, AL - 3000 Earl Goodwin Parkway",36703-2808,1.0,Selma,AL,42820.0,388.0,-87.013294,32.445917,2019-01-01
962107,,Certificate,Graduate,Private Non-Profit,Southeast,0.95,,14000.0,14000.0,,13723.0,5988.0,,0.127,,0.7593,Herzing University-Birmingham,"Birmingham, AL - 280 West Valley Ave",35209,1.0,Birmingham,AL,13820.0,142.0,-86.832465,33.468466,2019-01-01
101900,,Bachelor,Bachelor,Private Non-Profit,Southeast,0.5841,,27400.0,27400.0,,11149.0,6810.0,,0.098,1100.0,0.7096,Huntingdon College,"Montgomery, AL - 1500 East Fairview Avenue",36106-2148,1.0,Montgomery,AL,33860.0,388.0,-86.284366,32.351034,2019-01-01
2199700,,Bachelor,Graduate,Private Non-Profit,Southeast,,,11232.0,11232.0,,11932.0,4681.0,,0.181,,0.0345,Heritage Christian University,"Florence, AL - 3625 Helton Dr",35630-9977,1.0,Florence,AL,22520.0,-2.0,-87.663051,34.856153,2019-01-01
526000,,Certificate,Associate,Public,Southeast,,,4710.0,8580.0,,1599.0,6096.0,,,,0.0,J. F. Drake State Community and Technical College,"Huntsville, AL - 3421 Meridian St N",35811,1.0,Huntsville,AL,26620.0,290.0,-86.572885,34.771858,2019-01-01
3002500,,Certificate,Certificate,Public,Southeast,,,5328.0,5328.0,,116.0,5597.0,,,,0.0,J F Ingram State Technical College,"Deatsville, AL - 5375 Ingram Rd",36022,1.0,Deatsville,AL,33860.0,388.0,-86.392369,32.582312,2019-01-01
102000,,Bachelor,Graduate,Public,Southeast,0.543,,8760.0,16536.0,,6509.0,7122.0,,0.098,1135.0,0.6428,Jacksonville State University,"Jacksonville, AL - 700 Pelham Road North",36265,1.0,Jacksonville,AL,11500.0,-2.0,-85.765321,33.822938,2019-01-01
102200,,Associate,Associate,Public,Southeast,,,4800.0,8670.0,,3111.0,6676.0,,0.138,,0.1826,Jefferson State Community College,"Birmingham, AL - 2601 Carson Rd",35215-3098,1.0,Birmingham,AL,13820.0,142.0,-86.707233,33.652535,2019-01-01
101300,,Associate,Associate,Public,Southeast,,,4820.0,8690.0,,3537.0,6559.0,,0.168,,0.2141,John C Calhoun State Community College,"Tanner, AL - 6250 U S Highway 31 N",35671,1.0,Tanner,AL,26620.0,290.0,-86.949674,34.645844,2019-01-01
102300,,Bachelor,Bachelor,Private Non-Profit,Southeast,0.482,,18510.0,18510.0,,8288.0,6076.0,,0.177,1054.0,0.6794,Judson College,"Marion, AL - 302 Bibb St",36756,1.0,Marion,AL,-2.0,-2.0,-87.315206,32.629253,2019-01-01
105900,,Certificate,Associate,Public,Southeast,,,4740.0,8610.0,,1449.0,6337.0,,,,0.0,Lawson State Community College,"Birmingham, AL - 3060 Wilson Rd SW",35221-1717,1.0,Birmingham,AL,13820.0,142.0,-86.888844,33.450814,2019-01-01
102400,,Bachelor,Graduate,Public,Southeast,0.3966,,10040.0,18490.0,,7929.0,6461.0,,0.078,1059.0,0.693,University of West Alabama,"Livingston, AL - Station One",35470,1.0,Livingston,AL,-2.0,-2.0,-88.186329,32.588132,2019-01-01
898800,,Certificate,Associate,Public,Southeast,,,4740.0,8610.0,,1975.0,5945.0,,,,0.0,Lurleen B Wallace Community College,"Andalusia, AL - 1000 Dannelly Blvd.",36420-1418,1.0,Andalusia,AL,-2.0,-2.0,-86.452262,31.322947,2019-01-01
102600,,Associate,Associate,Public,Southeast,0.5646,,9418.0,15418.0,,2016.0,6302.0,,0.093,1155.0,0.4843,Marion Military Institute,"Marion, AL - 1101 Washington St",36756-3207,1.0,Marion,AL,-2.0,-2.0,-87.322041,32.623734,2019-01-01
102800,,Bachelor,Bachelor,Private Non-Profit,Southeast,,,12132.0,12132.0,,4728.0,4615.0,,0.111,,0.9255,Miles College,"Fairfield, AL - 5500 Myron Massey Blvd",35064-2621,1.0,Fairfield,AL,13820.0,142.0,-86.908751,33.482442,2019-01-01
102900,,Bachelor,Graduate,Private Non-Profit,Southeast,0.4704,,23230.0,23230.0,,10177.0,4863.0,,0.096,1094.0,0.6473,University of Mobile,"Mobile, AL - 5735 College Parkway Drive",36613-2842,1.0,Mobile,AL,33660.0,380.0,-88.128934,30.793247,2019-01-01
100400,,Bachelor,Graduate,Public,Southeast,0.4848,,12760.0,25780.0,,8343.0,7710.0,,0.073,1170.0,0.5708,University of Montevallo,"Montevallo, AL - Station 6001",35115-6000,1.0,Montevallo,AL,13820.0,142.0,-86.865099,33.10625,2019-01-01
569700,,Certificate,Associate,Public,Southeast,,,4711.0,8581.0,,2721.0,4650.0,,0.23,,0.1971,Northwest-Shoals Community College,"Muscle Shoals, AL - 800 George Wallace Blvd",35661,1.0,Muscle Shoals,AL,22520.0,-2.0,-87.678089,34.739788,2019-01-01
101600,,Bachelor,Graduate,Public,Southeast,0.6434,,10142.0,18452.0,,7591.0,7898.0,,0.116,1134.0,0.5765,University of North Alabama,"Florence, AL - One Harrison Plaza",35632-0001,1.0,Florence,AL,22520.0,-2.0,-87.681361,34.806738,2019-01-01
103100,,Associate,Associate,Public,Southeast,,,4740.0,8610.0,,2053.0,6335.0,,0.121,,0.0749,Northeast Alabama Community College,"Rainsville, AL - 138  Highway 35",35986,1.0,Rainsville,AL,42460.0,497.0,-85.911664,34.545471,2019-01-01
103300,,Bachelor,Graduate,Private Non-Profit,Southeast,0.6589,,19732.0,19732.0,,14766.0,4970.0,,0.104,999.0,0.6965,Oakwood University,"Huntsville, AL - 7000 Adventist Blvd NW",35896,1.0,Huntsville,AL,26620.0,290.0,-86.652705,34.756344,2019-01-01
569200,,Certificate,Associate,Public,Southeast,,,4800.0,8670.0,,1639.0,6351.0,,,,0.0,Reid State Technical College,"Evergreen, AL - 100 and Hwy 83",36401,1.0,Evergreen,AL,-2.0,-2.0,-86.964797,31.460265,2019-01-01
103000,,Certificate,Associate,Public,Southeast,,,4740.0,8610.0,,1695.0,6296.0,,,,0.0,Bishop State Community College,"Mobile, AL - 351 North Broad Street",36603-5898,1.0,Mobile,AL,33660.0,380.0,-88.056982,30.693972,2019-01-01
103600,,Bachelor,Graduate,Private Non-Profit,Southeast,0.8208,,31650.0,31650.0,,19266.0,8888.0,,0.029,1228.0,0.3323,Samford University,"Birmingham, AL - 800 Lakeshore Drive",35229-2240,1.0,Birmingham,AL,13820.0,142.0,-86.791799,33.464128,2019-01-01
4067300,,Bachelor,Graduate,Private Non-Profit,Southeast,,,7410.0,7410.0,,14124.0,2957.0,,0.342,,0.9325,Selma University,"Selma, AL - 1501 Lapsley St, Dinkins Hall",36701,1.0,Selma,AL,42820.0,388.0,-87.032392,32.420387,2019-01-01
569100,,Associate,Associate,Public,Southeast,,,4467.0,8907.0,,2510.0,4936.0,,,,0.0,Shelton State Community College,"Tuscaloosa, AL - 9500 Old Greensboro Rd",35405-8522,1.0,Tuscaloosa,AL,46220.0,-2.0,-87.56148,33.120531,2019-01-01
103800,,Associate,Associate,Public,Southeast,,,4800.0,8670.0,,2830.0,7648.0,,0.205,,0.2176,Snead State Community College,"Boaz, AL - 102 Elder Street",35957-0734,1.0,Boaz,AL,10700.0,-2.0,-86.169897,34.201495,2019-01-01
105700,,Bachelor,Graduate,Public,Southeast,0.7931,,8396.0,16292.0,,9364.0,7239.0,,0.084,1186.0,0.5538,University of South Alabama,"Mobile, AL - 307 N University Blvd",36688-0002,1.0,Mobile,AL,33660.0,380.0,-88.178711,30.696033,2019-01-01
104100,,Bachelor,Graduate,Private Non-Profit,Southeast,0.6577,,39464.0,39464.0,,12357.0,6672.0,,0.059,1130.0,0.7923,Spring Hill College,"Mobile, AL - 4000 Dauphin St",36608-1791,1.0,Mobile,AL,33660.0,380.0,-88.138199,30.694751,2019-01-01
104400,,Bachelor,Bachelor,Private Non-Profit,Southeast,0.3859,,11092.0,11092.0,,7563.0,5094.0,,0.231,,0.9232,Stillman College,"Tuscaloosa, AL - 3601 Stillman Boulevard",35401,1.0,Tuscaloosa,AL,46220.0,-2.0,-87.585278,33.200006,2019-01-01
104600,,Bachelor,Bachelor,Private Non-Profit,Southeast,,,13571.0,13571.0,,8315.0,5861.0,,0.235,,0.8261,Talladega College,"Talladega, AL - 627 West Battle Street",35160,1.0,Talladega,AL,45180.0,142.0,-86.112704,33.433472,2019-01-01
573400,,Certificate,Associate,Public,Southeast,,,4650.0,8520.0,,2293.0,5384.0,,,,0.0,H Councill Trenholm State Community College,"Montgomery, AL - 1225 Air Base Blvd",36108-3199,1.0,Montgomery,AL,33860.0,388.0,-86.343057,32.350109,2019-01-01
104700,,Bachelor,Graduate,Public,Southeast,0.8767,,8908.0,16708.0,,9399.0,6639.0,,0.098,1082.0,0.6253,Troy University,"Troy, AL - University Avenue",36082-0001,1.0,Troy,AL,45980.0,-2.0,-85.957094,31.800672,2019-01-01
105000,,Bachelor,Graduate,Private Non-Profit,Southeast,0.5182,,22170.0,22170.0,,15883.0,4810.0,,0.135,1119.0,0.4744,Tuskegee University,"Tuskegee, AL - Kresge Center, 3rd Floor",36088-1920,1.0,Tuskegee,AL,-2.0,-2.0,-85.708492,32.4309,2019-01-01
2170600,,Bachelor,Graduate,Private Non-Profit,Southeast,,,,,,14842.0,6136.0,,0.061,,0.534,United States Sports Academy,"Daphne, AL - One Academy Drive",36526-7055,1.0,Daphne,AL,19300.0,380.0,-87.91163,30.639329,2019-01-01
573300,,Certificate,Associate,Public,Southeast,,,5086.0,9214.0,,2534.0,6682.0,,,,0.0,Bevill State Community College,"Jasper, AL - 1411 Indiana Avenue",35501,1.0,Jasper,AL,27530.0,142.0,-87.266406,33.836929,2019-01-01
1146200,,Bachelor,Graduate,Public,Far West,0.8115,,8580.0,24762.0,,7253.0,9128.0,,0.105,,0.2243,University of Alaska Anchorage,"Anchorage, AK - 3211 Providence Drive",99508,2.0,Anchorage,AK,11260.0,-2.0,-149.82619,61.190163,2019-01-01
884300,,Bachelor,Bachelor,Private Non-Profit,Far West,,,9600.0,9600.0,,8091.0,3500.0,,0.1,,0.3077,Alaska Bible College,"Palmer, AK - 248 E Elmwood Ave",99645,2.0,Palmer,AK,11260.0,-2.0,-149.111972,61.598553,2019-01-01
106300,,Bachelor,Graduate,Public,Far West,0.7611,,6657.0,20218.0,,8210.0,9584.0,,0.107,1128.0,0.2277,University of Alaska Fairbanks,"Fairbanks, AK - 1731 South Chandalar Drive",99775,2.0,Fairbanks,AK,21820.0,-2.0,-147.823146,64.85756,2019-01-01
106500,,Certificate,Graduate,Public,Far West,0.6333,,7092.0,19856.0,,7626.0,8192.0,,0.098,,0.1922,University of Alaska Southeast,"Juneau, AK - 11066 Auke Lake Way",99801-8697,2.0,Juneau,AK,27940.0,-2.0,-134.638255,58.384846,2019-01-01
106100,,Bachelor,Graduate,Private Non-Profit,Far West,0.8425,,20760.0,20760.0,,13127.0,5467.0,,0.05,,0.4881,Alaska Pacific University,"Anchorage, AK - 4101 University Dr",99508,2.0,Anchorage,AK,11260.0,-2.0,-149.804168,61.190968,2019-01-01
3160300,,Certificate,Certificate,Public,Far West,,,,,3490.0,6522.0,,,0.072,,0.0185,Alaska Vocational Technical Center,"Seward, AK - PO Box 889",99664-0889,2.0,Seward,AK,-2.0,-2.0,-149.444487,60.110626,2019-01-01
2576900,,Certificate,Graduate,Private For-Profit,Far West,1.0,,22655.0,22655.0,,5823.0,4711.0,,0.131,,0.7222,Charter College,"Vancouver, WA - 17200 S.E. Mill Plain Boulevard, Suite 100",98683-7575,53.0,Vancouver,WA,38900.0,440.0,-122.494766,45.617798,2019-01-01
2541000,,Certificate,Associate,Private For-Profit,Far West,,,,,15340.0,8308.0,4068.0,,0.186,,0.8208,Alaska Career College,"Anchorage, AK - 1415 E Tudor Road",99507-1033,2.0,Anchorage,AK,11260.0,-2.0,-149.856954,61.181443,2019-01-01
966403,,Certificate,Certificate,Private For-Profit,Southwest,,,,,19200.0,9489.0,,,0.12,,0.5225,Empire Beauty School-Tucson,"Tucson, AZ - 3030 E Speedway Blvd",85716,4.0,Tucson,AZ,46060.0,536.0,-110.927187,32.235657,2019-01-01
2100600,,Certificate,Associate,Private For-Profit,Southwest,0.8951,,,,14322.0,10702.0,4069.0,,0.181,,0.1973,Carrington College-Phoenix North,"Phoenix, AZ - 8503 N. 27th Ave.",85051-4063,4.0,Phoenix,AZ,38060.0,429.0,-112.116105,33.561689,2019-01-01
2100611,,Certificate,Associate,Private For-Profit,Southwest,,,,,14322.0,14071.0,6037.0,,0.181,,0.282,Carrington College-Mesa,"Mesa, AZ - 1001 W. Southern Ave., Ste. 130",85210,4.0,Mesa,AZ,38060.0,429.0,-111.853218,33.39248,2019-01-01
2100607,,Certificate,Certificate,Private For-Profit,Southwest,0.8736,,,,14322.0,11178.0,4931.0,,0.181,,0.1771,Carrington College-Tucson,"Tucson, AZ - 201 N. Bonita Ave., Ste. 101",85745,4.0,Tucson,AZ,46060.0,536.0,-110.983056,32.224391,2019-01-01
3120300,,Associate,Associate,Private Non-Profit,Southwest,,,16972.0,16972.0,,13124.0,7223.0,,0.185,,0.8205,CollegeAmerica-Flagstaff,"Flagstaff, AZ - 399 Malpais",86001,4.0,Flagstaff,AZ,22380.0,-2.0,-111.657673,35.194495,2019-01-01
886400,,Certificate,Certificate,Private For-Profit,Southwest,,,,,14500.0,8863.0,,,0.057,,0.5773,Arizona Academy of Beauty-East,"Tucson, AZ - 5631 E Speedway Blvd",85712,4.0,Tucson,AZ,46060.0,536.0,-110.872305,32.237253,2019-01-01
2306807,,Certificate,Certificate,Private For-Profit,Southwest,,,,,19220.0,19545.0,,,0.255,,0.5948,Platt College-Arizona Automotive Institute Arizona,"Glendale, AZ - 6829 N 46th Ave",85301-3579,4.0,Glendale,AZ,38060.0,429.0,-112.157344,33.537249,2019-01-01
2218800,,Certificate,Graduate,Private For-Profit,Southwest,,,,,85000.0,29009.0,6204.0,,0.206,,0.6965,Brookline College-Phoenix,"Phoenix, AZ - 2445 W. Dunlap Ave., Ste. 100",85021,4.0,Phoenix,AZ,38060.0,429.0,-112.112473,33.566102,2019-01-01
108100,,Bachelor,Graduate,Public,Southwest,0.8478,,10822.0,28336.0,,20364.0,11451.0,,0.062,1240.0,0.3652,Arizona State University-Tempe,"Tempe, AZ - University Drive and Mill Avenue",85287,4.0,Tempe,AZ,38060.0,429.0,-111.934383,33.417721,2019-01-01
107100,,Certificate,Associate,Public,Southwest,,,2720.0,9710.0,,904.0,6333.0,,0.183,,0.0188,Arizona Western College,"Yuma, AZ - 2020 S. Avenue 8E",85365-8834,4.0,Yuma,AZ,49740.0,-2.0,-114.495968,32.689306,2019-01-01
108300,,Bachelor,Graduate,Public,Southwest,0.8442,,12467.0,36366.0,,15599.0,11147.0,,0.06,1198.0,0.3749,University of Arizona,"Tucson, AZ - 1401 E University",85721-0066,4.0,Tucson,AZ,46060.0,536.0,-110.950815,32.232672,2019-01-01
2491500,,Bachelor,Bachelor,Private For-Profit,Southwest,,,23069.0,23069.0,,20889.0,5226.0,,0.196,,0.6885,Southwest University of Visual Arts-Tucson,"Tucson, AZ - 2525 N Country Club Rd",85716,4.0,Tucson,AZ,46060.0,536.0,-110.927265,32.252879,2019-01-01
728300,,Certificate,Associate,Public,Southwest,,,2580.0,11100.0,,1429.0,6498.0,,0.21,,0.0871,Central Arizona College,"Coolidge, AZ - 8470 N Overfield Rd",85128-9030,4.0,Coolidge,AZ,38060.0,429.0,-111.652501,32.957092,2019-01-01
2280500,,Certificate,Certificate,Private For-Profit,Southwest,,,,,12500.0,12372.0,,,0.111,,0.5467,Charles of Italy Beauty College,"Lake Havasu City, AZ - 1987 McCulloch Blvd, Suite 205",86403,4.0,Lake Havasu City,AZ,29420.0,-2.0,-114.332686,34.477485,2019-01-01
107200,,Associate,Associate,Public,Southwest,,,2040.0,6240.0,,877.0,6550.0,,0.068,,0.0683,Cochise County Community College District,"Sierra Vista, AZ - 901 N Colombo Ave",85635-2317,4.0,Sierra Vista,AZ,43420.0,-2.0,-110.246946,31.564597,2019-01-01
1054207,,Certificate,Certificate,Private For-Profit,Southwest,,,,,19200.0,8790.0,,,0.133,,0.5484,Empire Beauty School-Flagstaff,"Flagstaff, AZ - 1790 E Rte 66",86004,4.0,Flagstaff,AZ,22380.0,-2.0,-111.625936,35.197151,2019-01-01
1054208,,Certificate,Certificate,Private For-Profit,Southwest,,,,,19200.0,9258.0,,,0.133,,0.5439,Empire Beauty School-Chandler,"Chandler, AZ - 2978 N Alma School Rd #1-3",85224,4.0,Chandler,AZ,38060.0,429.0,-111.860423,33.347586,2019-01-01
2582700,,Certificate,Certificate,Private For-Profit,Southwest,,,,,13317.0,5756.0,,,,,0.8571,Cortiva Institute-Tucson,"Tucson, AZ - 6390 E. Broadway, Suite 100",85710,4.0,Tucson,AZ,46060.0,536.0,-110.856785,32.21901,2019-01-01
1085800,,Certificate,Certificate,Private For-Profit,Southwest,,,,,16800.0,6829.0,,,0.161,,0.666,Avalon School of Cosmetology-Mesa,"Mesa, AZ - 2111 S Alma School Rd Ste 21",85210,4.0,Mesa,AZ,38060.0,429.0,-111.858305,33.376583,2019-01-01
107300,,Certificate,Associate,Public,Southwest,,,2700.0,11400.0,,869.0,8091.0,,,,0.0,Eastern Arizona College,"Thatcher, AZ - 615 N. Stadium Ave.",85552-0769,4.0,Thatcher,AZ,40940.0,-2.0,-109.76234,32.843664,2019-01-01
147902,,Bachelor,Graduate,Private Non-Profit,Southwest,0.6723,,35654.0,35654.0,,26166.0,9354.0,,0.042,,0.4735,Embry-Riddle Aeronautical University-Prescott,"Prescott, AZ - 3700 Willow Creek Road",86301-3720,4.0,Prescott,AZ,39150.0,-2.0,-112.449741,34.616766,2019-01-01
2533200,,Graduate,Graduate,Private Non-Profit,Southwest,,,,,,36215.0,4778.0,,0.0,,,School of Architecture at Taliesin,"Scottsdale, AZ - 12621 N. Frank Lloyd Wright Blvd",85259,4.0,Scottsdale,AZ,38060.0,429.0,-111.845411,33.607097,2019-01-01
107600,,Certificate,Associate,Public,Southwest,,,2070.0,7854.0,,1758.0,9055.0,,0.162,,0.1072,Glendale Community College,"Glendale, AZ - 6000 W Olive Ave",85302,4.0,Glendale,AZ,38060.0,429.0,-112.190735,33.570226,2019-01-01
107400,,Bachelor,Graduate,Private For-Profit,Southwest,0.732,,17050.0,17050.0,,11035.0,6546.0,,0.056,,0.5942,Grand Canyon University,"Phoenix, AZ - 3300 W Camelback Rd",85017,4.0,Phoenix,AZ,38060.0,429.0,-112.129929,33.513231,2019-01-01
830300,,Certificate,Associate,Public,Southwest,,,2070.0,7854.0,,2554.0,8855.0,,0.157,,0.1535,GateWay Community College,"Phoenix, AZ - 108 N. 40th Street",85034,4.0,Phoenix,AZ,38060.0,429.0,-111.997077,33.449686,2019-01-01
107700,,Certificate,Associate,Public,Southwest,,,2070.0,7854.0,,2311.0,9308.0,,0.167,,0.13,Mesa Community College,"Mesa, AZ - 1833 W Southern Ave",85202,4.0,Mesa,AZ,38060.0,429.0,-111.871255,33.390323,2019-01-01
1186400,,Associate,Associate,Public,Southwest,,,2112.0,6972.0,,2075.0,6415.0,,0.148,,0.1143,Mohave Community College,"Kingman, AZ - 1971 Jagerson Ave",86409-1238,4.0,Kingman,AZ,29420.0,-2.0,-114.029838,35.270996,2019-01-01
2100500,,Certificate,Certificate,Private For-Profit,Southwest,,,,,19450.0,9804.0,,,0.144,,0.5116,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,"Phoenix, AZ - 2844 W Deer Valley Rd",85027,4.0,Phoenix,AZ,38060.0,429.0,-112.121336,33.684428,2019-01-01
824600,,Associate,Bachelor,Public,Southwest,,,1410.0,1410.0,,357.0,5714.0,,,,0.0,Dine College,"Tsaile, AZ - Route 12, One Circle Drive",86556,4.0,Tsaile,AZ,-2.0,-2.0,-109.21684,36.293328,2019-01-01
108200,,Bachelor,Graduate,Public,Southwest,0.8262,,11564.0,25828.0,,7767.0,8207.0,,0.066,,0.452,Northern Arizona University,"Flagstaff, AZ - 1900 S Knoles Dr, Babbitt Administrative Center, Room 200",86011-4092,4.0,Flagstaff,AZ,22380.0,-2.0,-111.653724,35.188449,2019-01-01
1186200,,Certificate,Associate,Public,Southwest,,,1866.0,8610.0,,1347.0,6141.0,,,,0.0,Northland Pioneer College,"Holbrook, AZ - 2251 E. Navajo Blvd.",86025-0610,4.0,Holbrook,AZ,43320.0,-2.0,-110.142199,34.93031,2019-01-01
193701,,Bachelor,Graduate,Private Non-Profit,Southwest,,,,,,7552.0,6871.0,,0.068,,0.6824,Ottawa University-Phoenix,"Phoenix, AZ - 9414 North 25th Avenue",85021,4.0,Phoenix,AZ,38060.0,429.0,-112.113001,33.572173,2019-01-01
107800,,Certificate,Associate,Public,Southwest,,,2070.0,7854.0,,1708.0,8921.0,,0.178,,0.1331,Phoenix College,"Phoenix, AZ - 1202 W Thomas Rd",85013,4.0,Phoenix,AZ,38060.0,429.0,-112.088293,33.481361,2019-01-01
2623800,,Certificate,Certificate,Private For-Profit,Southwest,,,,,14642.0,9195.0,,,,,0.8832,Cortiva Institute-Scottsdale,"Scottsdale, AZ - 8010 East McDowell Road #214",85257,4.0,Scottsdale,AZ,38060.0,429.0,-111.90807,33.466153,2019-01-01
726600,,Certificate,Associate,Public,Southwest,,,2142.0,7458.0,,2036.0,5380.0,,0.186,,0.0952,Pima Community College,"Tucson, AZ - 4905C East  Broadway Blvd.",85709-1275,4.0,Tucson,AZ,46060.0,536.0,-110.886659,32.222125,2019-01-01
2217100,,Certificate,Bachelor,Private For-Profit,Southwest,,,,,13377.0,6906.0,5157.0,,0.07,,0.7123,Pima Medical Institute-Tucson,"Tucson, AZ - 2121 N Craycroft Road, Bldg 1",85712,4.0,Tucson,AZ,46060.0,536.0,-110.878783,32.248067,2019-01-01
